Name,Code,Market
에스알바이오텍,270210,KRX
레드우즈,266170,KRX
보라티알,250000,KRX
매일유업,267980,KRX
LK삼양,225190,KRX
이랜시스,264850,KRX
필옵틱스,161580,KRX
미원에스씨,268280,KRX
경동도시가스,267290,KRX
넷마블,251270,KRX
HD건설기계,267270,KRX
HD현대,267250,KRX
HD현대일렉트릭,267260,KRX
포인트엔지니어링,256630,KRX
하나머티리얼즈,166090,KRX
소프트캠프,258790,KRX
와이엠티,251370,KRX
크라운제과,264900,KRX
AP시스템,265520,KRX
유에스티,263770,KRX
이엘피,063760,KRX
유비쿼스,264450,KRX
서진시스템,178320,KRX
코미코,183300,KRX
아스타,246720,KRX
덴티움,145720,KRX
에스디생명공학,217480,KRX
신신제약,002800,KRX
에프엔에스테크,083500,KRX
모바일어플라이언스,087260,KRX
피씨엘,241820,KRX
호전실업,111110,KRX
서플러스글로벌,140070,KRX
유바이오로직스,206650,KRX
도부,227420,KRX
한국비엔씨,256840,KRX
DSC인베스트먼트,241520,KRX
TS인베스트먼트,246690,KRX
피엠티,147760,KRX
바이오프로테크,199290,KRX
HLB펩,196300,KRX
유니온바이오메트릭스,203450,KRX
신라젠,215600,KRX
자비스,254120,KRX
핸즈코퍼레이션,143210,KRX
티이엠씨씨엔에스,241790,KRX
퓨쳐켐,220100,KRX
뉴파워프라즈마,144960,KRX
엘앤케이바이오,156100,KRX
핸디소프트,220180,KRX
두산밥캣,241560,KRX
삼성바이오로직스,207940,KRX
클리오,237880,KRX
오가닉티코스메틱,900300,KRX
얼라인드,238120,KRX
세화피앤씨,252500,KRX
아이티센코어,243870,KRX
인크로스,216050,KRX
에이치엘사이언스,239610,KRX
코스메카코리아,241710,KRX
JW생명과학,234080,KRX
GRT,900290,KRX
안지오랩,251280,KRX
인텔리안테크,189300,KRX
에이치시티,072990,KRX
잉글우드랩,950140,KRX
앤디포스,238090,KRX
수산아이앤티,050960,KRX
미투온,201490,KRX
화승엔터프라이즈,241590,KRX
예선테크,250930,KRX
LS에코에너지,229640,KRX
스타에스엠리츠,204210,KRX
유니테크노,241690,KRX
모비스,250060,KRX
나무기술,242040,KRX
자이글,234920,KRX
일동제약,249420,KRX
헝셩그룹,900270,KRX
샘표식품,248170,KRX
에코마케팅,230360,KRX
블루탑,191600,KRX
두올,016740,KRX
다산디엠씨,208860,KRX
우리손에프앤지,073560,KRX
오건에코텍,212310,KRX
알엔티엑스,123010,KRX
제노텍,066830,KRX
동서,026960,KRX
한국자산신탁,123890,KRX
한국토지신탁,034830,KRX
모아라이프플러스,142760,KRX
피앤씨테크,237750,KRX
로스웰,900260,KRX
씨앤에스링크,245450,KRX
해성디에스,195870,KRX
에스티팜,237690,KRX
지씨셀,144510,KRX
알엔투테크놀로지,148250,KRX
이비테크,208850,KRX
이스트에이드,239340,KRX
휴온스,243070,KRX
나눔테크,244880,KRX
KC산업,112190,KRX
모나용평,070960,KRX
해태제과식품,101530,KRX
원익IPS,240810,KRX
로보쓰리에이아이,238500,KRX
레이언스,228850,KRX
동양파일,228340,KRX
삼일씨엔에스,004440,KRX
팬젠,222110,KRX
AP위성,211270,KRX
비유테크놀러지,230980,KRX
큐리언트,115180,KRX
안트로젠,065660,KRX
슈프리마,236200,KRX
제이에스코퍼레이션,194370,KRX
유니트론텍,142210,KRX
크리스탈신소재,900250,KRX
메디젠휴먼케어,236340,KRX
볼빅,206950,KRX
이엠티,232530,KRX
더코디,224060,KRX
에스와이,109610,KRX
질경이,233990,KRX
잇츠한불,226320,KRX
크로넥스,215570,KRX
사토시홀딩스,223310,KRX
와이씨,232140,KRX
육일씨엔에쓰,191410,KRX
휴젤,145020,KRX
한국맥널티,222980,KRX
덱스터,206560,KRX
아진산업,013310,KRX
HLB제약,047920,KRX
강스템바이오텍,217730,KRX
에이원알폼,234070,KRX
메가엠디,133750,KRX
HC보광산업,225530,KRX
파크시스템스,140860,KRX
에치에프알,230240,KRX
예스티,122640,KRX
코스맥스엔비티,222040,KRX
멕아이씨에스,058110,KRX
원익피앤이,217820,KRX
세진중공업,075580,KRX
하이즈항공,221840,KRX
DXVX,180400,KRX
케이디켐,221980,KRX
네오오토,212560,KRX
엔투텍,227950,KRX
케어젠,214370,KRX
아이진,185490,KRX
나무가,190510,KRX
시지메드텍,056090,KRX
금호에이치티,214330,KRX
제주항공,089590,KRX
본느,226340,KRX
파마리서치바이오,217950,KRX
럭스피아,092590,KRX
노브메타파마,229500,KRX
엔케이맥스,182400,KRX
현대코퍼레이션홀딩스,227840,KRX
엑시콘,092870,KRX
엄지하우스,224810,KRX
메디쎄이,200580,KRX
케이엠제약,225430,KRX
패션플랫폼,225590,KRX
LIG넥스원,079550,KRX
넥슨게임즈,225570,KRX
제너셈,217190,KRX
타이거일렉,219130,KRX
HDC랩스,039570,KRX
동일제강,002690,KRX
휴먼테크놀로지,175140,KRX
씨아이에스,222080,KRX
에이텍모빌리티,224110,KRX
웹스,196700,KRX
AJ네트웍스,095570,KRX
파인텍,131760,KRX
세토피아,222810,KRX
심텍,222800,KRX
흥국에프엔비,189980,KRX
쎄노텍,222420,KRX
칩스앤미디어,094360,KRX
아시아경제,127710,KRX
엔에스컴퍼니,224760,KRX
아이쓰리시스템,214430,KRX
로지시스,067730,KRX
플럼라인생명과학,222670,KRX
켐트로스,220260,KRX
파마리서치,214450,KRX
디와이디,219550,KRX
펩트론,087010,KRX
이노션,214320,KRX
토니모리,214420,KRX
광동헬스바이오,086220,KRX
로지스몬,223220,KRX
미래에셋생명,085620,KRX
RFHIC,218410,KRX
동운아나텍,094170,KRX
일월지엠엘,178780,KRX
헥토이노베이션,214180,KRX
경보제약,214390,KRX
인바이츠바이오코아,216400,KRX
코아스템켐온,166480,KRX
SK디앤디,210980,KRX
씨앗,103660,KRX
베셀,177350,KRX
넵튠,217270,KRX
미래생명자원,218150,KRX
싸이맥스,160980,KRX
러셀,217500,KRX
픽셀플러스,087600,KRX
선샤인푸드,217620,KRX
HLB제넥스,187420,KRX
틸론,217880,KRX
우정바이오,215380,KRX
지에이이노더스,076340,KRX
토박스코리아,215480,KRX
이노인스트루먼트,215790,KRX
우리산업,215360,KRX
메가스터디교육,215200,KRX
썬테크,217320,KRX
솔디펜스,215090,KRX
로보로보,215100,KRX
디알텍,214680,KRX
에이비프로바이오,195990,KRX
골프존,215000,KRX
클래시스,214150,KRX
FSN,214270,KRX
다이나믹디자인,145210,KRX
포시에스,189690,KRX
덕산네오룩스,213420,KRX
한솔제지,213500,KRX
디와이파워,210540,KRX
국일신동,060480,KRX
링크드,193250,KRX
바디텍메드,206640,KRX
스튜디오산타클로스,204630,KRX
썸에이지,208640,KRX
에이팩트,200470,KRX
휴메딕스,200670,KRX
서전기전,189860,KRX
아스트,067390,KRX
오킨스전자,080580,KRX
지란지교시큐리티,208350,KRX
포톤,208710,KRX
NEW,160550,KRX
아이티센글로벌,124500,KRX
미래엔에듀파트너,208890,KRX
삼성물산,028260,KRX
녹십자엠에스,142280,KRX
디티앤씨,187220,KRX
셀바스헬스케어,208370,KRX
정다운,208140,KRX
하이로닉,149980,KRX
랩지노믹스,084650,KRX
에이디테크놀로지,200710,KRX
비씨월드제약,200780,KRX
미스터블루,207760,KRX
알테오젠,196170,KRX
베노티앤알,206400,KRX
대창스틸,140520,KRX
에프엔씨엔터,173940,KRX
휴마시스,205470,KRX
씨에스윈드,112610,KRX
텔콘RF제약,200230,KRX
지엘팜텍,204840,KRX
글로벌텍스프리,204620,KRX
디에이테크놀로지,196490,KRX
삼성에스디에스,018260,KRX
아이케이세미콘,149010,KRX
넥써쓰,205500,KRX
엑셈,205100,KRX
테고사이언스,191420,KRX
슈피겐코리아,192440,KRX
영우디에스피,143540,KRX
유니포인트,121060,KRX
드림시큐리티,203650,KRX
메디아나,041920,KRX
HL만도,204320,KRX
데브시스터즈,194480,KRX
아크솔루션스,203690,KRX
오늘이엔엠,192410,KRX
강동씨앤엘,198440,KRX
판도라티비,202960,KRX
서연이화,200880,KRX
신화콘텍,187270,KRX
쿠쿠홀딩스,192400,KRX
파버나인,177830,KRX
덕신이피씨,090410,KRX
창해에탄올,004650,KRX
윈하이텍,192390,KRX
아진엑스텍,059120,KRX
콜마비앤에이치,200130,KRX
화인베스틸,133820,KRX
엣지파운드리,105550,KRX
큐엠씨,136660,KRX
데이터스트림즈,199150,KRX
코아시아씨엠,196450,KRX
캐스텍코리아,071850,KRX
BGF,027410,KRX
나노,187790,KRX
케이사인,192250,KRX
코스맥스,192820,KRX
오이솔루션,138080,KRX
한국정보인증,053300,KRX
다산솔루에타,154040,KRX
현대이지웰,090850,KRX
위월드,140660,KRX
코셋,189350,KRX
SGA솔루션즈,184230,KRX
대동고려삼,178600,KRX
기가레인,049080,KRX
알티캐스트,085810,KRX
종근당,185750,KRX
현대공업,170030,KRX
엔브이에이치코리아,067570,KRX
탑코미디어,134580,KRX
신송홀딩스,006880,KRX
큐브엔터,182360,KRX
라이온켐텍,171120,KRX
램테크놀러지,171010,KRX
앤로보틱스,138360,KRX
아세아시멘트,183190,KRX
해성옵틱스,076610,KRX
내츄럴엔도텍,168330,KRX
현대로템,064350,KRX
수프로,185190,KRX
두산테스나,131970,KRX
파수,150900,KRX
엘티씨,170920,KRX
지엔씨에너지,119850,KRX
한진칼,180640,KRX
아미코젠,092040,KRX
NHN,181710,KRX
GH신소재,130500,KRX
파이오링크,170790,KRX
KG에코솔루션,151860,KRX
JB금융지주,175330,KRX
KT나스미디어,089600,KRX
대주이엔티,114920,KRX
머니무브,179720,KRX
태양기계,116100,KRX
엑세스바이오,950130,KRX
DSR,155660,KRX
리가켐바이오,141080,KRX
동아에스티,170900,KRX
윈팩,097800,KRX
코렌텍,104540,KRX
제로투세븐,159580,KRX
한솔아이원스,114810,KRX
우리이앤엘,153490,KRX
아이센스,099190,KRX
에코글로우,159910,KRX
우리로,046970,KRX
디젠스,113810,KRX
지엠비코리아,013870,KRX
와이엠씨,155650,KRX
LG헬로비전,037560,KRX
아바텍,149950,KRX
동일고무벨트,163560,KRX
한국콜마,161890,KRX
한국타이어앤테크놀로지,161390,KRX
코이즈,121850,KRX
애경케미칼,161000,KRX
네이블,153460,KRX
노블엠앤비,106520,KRX
피엔티,137400,KRX
사조씨푸드,014710,KRX
비아트론,141000,KRX
빛샘전자,072950,KRX
한국ANKOR유전,152550,KRX
휴비스,079980,KRX
사람인,143240,KRX
제룡산업,147830,KRX
남화토건,091590,KRX
케이탑리츠,145270,KRX
메지온,140410,KRX
원익머트리얼즈,104830,KRX
제이에스링크,127120,KRX
GS리테일,007070,KRX
나이스디앤비,130580,KRX
시큐브,131090,KRX
서암기계공업,100660,KRX
인터지스,129260,KRX
씨유메디칼,115480,KRX
삼양사,145990,KRX
키네마스터,139670,KRX
비덴트,121800,KRX
신진에스엠,138070,KRX
이엠넷,123570,KRX
와이지엔터테인먼트,122870,KRX
테크윙,089030,KRX
씨큐브,101240,KRX
에스엠코어,007820,KRX
씨엔플러스,115530,KRX
하나투어,039130,KRX
로보스타,090360,KRX
대한과학,131220,KRX
아이디스,143160,KRX
에이블씨엔씨,078520,KRX
제이씨케미칼,137950,KRX
아이씨디,040910,KRX
제닉,123330,KRX
BF랩스,139050,KRX
삼원강재,023000,KRX
상아프론테크,089980,KRX
신세계인터내셔날,031430,KRX
에이리츠,140910,KRX
나이벡,138610,KRX
옵티시스,109080,KRX
대양전기공업,108380,KRX
한국항공우주,047810,KRX
롯데하이마트,071840,KRX
서연탑메탈,019770,KRX
한세엠케이,069640,KRX
코오롱ENP,138490,KRX
넥스트아이,137940,KRX
티엔엔터테인먼트,131100,KRX
이마트,139480,KRX
iM금융지주,139130,KRX
케이티스카이라이프,053210,KRX
KX,122450,KRX
골프존홀딩스,121440,KRX
메리츠금융지주,138040,KRX
윈스테크넷,136540,KRX
하림,136480,KRX
한국종합기술,023350,KRX
이퓨쳐,134060,KRX
티케이케미칼,104480,KRX
BNK금융지주,138930,KRX
롯데에너지머티리얼즈,020150,KRX
부스타,008470,KRX
현대위아,011210,KRX
선진,136490,KRX
미원화학,134380,KRX
나노신소재,121600,KRX
케이아이엔엑스,093320,KRX
티피씨글로벌,130740,KRX
LB세미콘,061970,KRX
딜리,131180,KRX
제이엔케이글로벌,126880,KRX
블루콤,033560,KRX
인트론바이오,048530,KRX
시디즈,134790,KRX
알서포트,131370,KRX
인텍플러스,064290,KRX
티에스이,131290,KRX
한화엔진,082740,KRX
이브이첨단소재,131400,KRX
대성에너지,117580,KRX
현대퓨처넷,126560,KRX
대정화금,120240,KRX
KTis,058860,KRX
한전산업,130660,KRX
피제이메탈,128660,KRX
옵투스제약,131030,KRX
에이루트,096690,KRX
엘브이엠씨,900140,KRX
티비씨,033830,KRX
시그네틱스,033170,KRX
한국전자인증,041460,KRX
BGF에코머티리얼즈,126600,KRX
디케이락,105740,KRX
위메이드플레이,123420,KRX
아나패스,123860,KRX
KNN,058400,KRX
누리플랜,069140,KRX
아이텍,119830,KRX
인화정공,101930,KRX
셀피글로벌,068940,KRX
뉴온,123840,KRX
미스토홀딩스,081660,KRX
알파칩스,117670,KRX
포메탈,119500,KRX
KTcs,058850,KRX
다원시스,068240,KRX
현대홈쇼핑,057050,KRX
씨젠,096530,KRX
와이솔,122990,KRX
하이비젼시스템,126700,KRX
화신정공,126640,KRX
코리아에프티,123410,KRX
도화엔지니어링,002150,KRX
엠에스오토텍,123040,KRX
이글루,067920,KRX
대성산업,128820,KRX
아이마켓코리아,122900,KRX
한미약품,128940,KRX
인터로조,119610,KRX
하이텍팜,106190,KRX
우진,105840,KRX
무학,033920,KRX
에스디시스템,121890,KRX
알톤,123750,KRX
유비벨록스,089850,KRX
오르비텍,046120,KRX
이연제약,102460,KRX
엑스큐어,070300,KRX
투비소프트,079970,KRX
한국화장품,123690,KRX
에스제이엠,123700,KRX
인피니트헬스케어,071200,KRX
서진오토모티브,122690,KRX
인지소프트,100030,KRX
HL홀딩스,060980,KRX
삼성생명,032830,KRX
신세계푸드,031440,KRX
이스트아시아홀딩스,900110,KRX
애머릿지,900100,KRX
케이씨에스,115500,KRX
씨엑스아이,900120,KRX
HLB테라퓨틱스,115450,KRX
삼기,122350,KRX
한화생명,088350,KRX
이미지스,115610,KRX
조선선재,120030,KRX
인포바인,115310,KRX
케이이엠텍,106080,KRX
모베이스,101330,KRX
코오롱인더,120110,KRX
KC코트렐,119650,KRX
지역난방공사,071320,KRX
스타플렉스,115570,KRX
우리넷,115440,KRX
아세아텍,050860,KRX
영흥,012160,KRX
폴라리스우노,114630,KRX
코디,080530,KRX
메타케어,118000,KRX
글로벌에스엠,900070,KRX
DGI,099520,KRX
그린생명과학,114450,KRX
디와이피엔에프,104460,KRX
위메이드,112040,KRX
한전기술,052690,KRX
셀바스AI,108860,KRX
이원컴포텍,088290,KRX
강원에너지,114190,KRX
GKL,114090,KRX
휴맥스,115160,KRX
앱토크롬,109960,KRX
SK,034730,KRX
동방선기,099410,KRX
KS인더스트리,101000,KRX
진매트릭스,109820,KRX
황금에스티,032560,KRX
비츠로셀,082920,KRX
하이트진로,000080,KRX
한스바이오메드,042520,KRX
동양생명,082640,KRX
NHN벅스,104200,KRX
아이앤씨,052860,KRX
유니온머티리얼,047400,KRX
케이엔더블유,105330,KRX
형지엘리트,093240,KRX
디에스케이,109740,KRX
제넥신,095700,KRX
톱텍,108230,KRX
동국S&C,100130,KRX
에스앤더블류,103230,KRX
키움증권,039490,KRX
영원무역,111770,KRX
컴투스홀딩스,063080,KRX
동일금속,109860,KRX
한미글로벌,053690,KRX
동아지질,028100,KRX
어보브반도체,102120,KRX
위메이드맥스,101730,KRX
이엔에프테크놀로지,102710,KRX
스맥,099440,KRX
SDN,099220,KRX
한국정밀기계,101680,KRX
HD현대마린엔진,071970,KRX
흥국,010240,KRX
우림피티에스,101170,KRX
티플랙스,081150,KRX
LX하우시스,108670,KRX
에스티오,098660,KRX
에이테크솔루션,071670,KRX
에스앤에스텍,101490,KRX
뷰웍스,100120,KRX
코오롱생명과학,102940,KRX
엔시트론,101400,KRX
한세실업,105630,KRX
주성코퍼레이션,109070,KRX
파인테크닉스,106240,KRX
미원홀딩스,107590,KRX
이수앱지스,086890,KRX
대성파인텍,104040,KRX
유비쿼스홀딩스,078070,KRX
메디톡스,086900,KRX
엠게임,058630,KRX
아이컴포넌트,059100,KRX
NAVER,035420,KRX
HLB생명과학,067630,KRX
이크레더블,092130,KRX
부국철강,026940,KRX
KB금융,105560,KRX
세운메디칼,100700,KRX
한국철강,104700,KRX
마이크로컨텍솔,098120,KRX
이엠앤아이,083470,KRX
일진전기,103590,KRX
풍산,103140,KRX
LG이노텍,011070,KRX
아이엠,101390,KRX
웰크론한텍,076080,KRX
하이드로리튬,101670,KRX
슈프리마에이치큐,094840,KRX
명문제약,017180,KRX
서울옥션,063170,KRX
이스트소프트,047560,KRX
비상교육,100220,KRX
크레버스,096240,KRX
동성케미컬,102260,KRX
월덱스,101160,KRX
쎄트렉아이,099320,KRX
브리지텍,064480,KRX
고영,098460,KRX
조이시티,067000,KRX
우진비앤지,018620,KRX
테스,095610,KRX
예스24,053280,KRX
엘디티,096870,KRX
LG유플러스,032640,KRX
메타바이오메드,059210,KRX
효성오앤비,097870,KRX
인바이오젠,101140,KRX
아시아나항공,020560,KRX
SNT에너지,100840,KRX
진양홀딩스,100250,KRX
한울소재과학,091440,KRX
엔케이,085310,KRX
에코볼트,097780,KRX
에스코넥,096630,KRX
일신바이오,068330,KRX
서원인텍,093920,KRX
이씨에스,067010,KRX
대창솔루션,096350,KRX
한전KPS,051600,KRX
엑시온그룹,069920,KRX
알에프세미,096610,KRX
디엔에프,092070,KRX
일진파워,094820,KRX
비엠티,086670,KRX
기신정기,092440,KRX
이엠코리아,095190,KRX
KSS해운,044450,KRX
효성 ITX,094280,KRX
현우산업,092300,KRX
유나이티드,033270,KRX
케이알엠,093640,KRX
디아이씨,092200,KRX
에스에너지,095910,KRX
성우전자,081580,KRX
엘엠에스,073110,KRX
제이엠티,094970,KRX
오디텍,080520,KRX
ISC,095340,KRX
네오티스,085910,KRX
미래나노텍,095500,KRX
상보,027580,KRX
CJ제일제당,097950,KRX
바이오톡스텍,086040,KRX
팬오션,028670,KRX
옴니시스템,057540,KRX
푸른기술,094940,KRX
웨이브일렉트로,095270,KRX
HJ중공업,097230,KRX
빅솔론,093190,KRX
JW홀딩스,096760,KRX
S&K폴리텍,091340,KRX
SK이노베이션,096770,KRX
멤레이비티,072770,KRX
갤럭시아머니트리,094480,KRX
에코프로,086520,KRX
대산F&B,065150,KRX
컴투스,078340,KRX
네오위즈,095660,KRX
삼성카드,029780,KRX
앤씨앤,092600,KRX
엔텔스,069410,KRX
알루코,001780,KRX
풍강,093380,KRX
웅진씽크빅,095720,KRX
동국제약,086450,KRX
케이프,064820,KRX
상신이디피,091580,KRX
한라IMS,092460,KRX
에프알텍,073540,KRX
이엠텍,091120,KRX
참좋은여행,094850,KRX
네오리진,094860,KRX
맵스리얼티,094800,KRX
LS증권,078020,KRX
매커스,093520,KRX
나노캠텍,091970,KRX
네오팜,092730,KRX
오스코텍,039200,KRX
켐트로닉스,089010,KRX
제이스텍,090470,KRX
동아엘텍,088130,KRX
메타랩스,090370,KRX
후성,093370,KRX
휴온스글로벌,084110,KRX
케이씨티,089150,KRX
파트론,091700,KRX
유니테스트,086390,KRX
휴림로봇,090710,KRX
LF,093050,KRX
에스에이티,060540,KRX
큐에스아이,066310,KRX
멀티캠퍼스,067280,KRX
주연테크,044380,KRX
코스맥스비티아이,044820,KRX
코세스,089890,KRX
인천도시가스,034590,KRX
성창오토텍,080470,KRX
넥스턴앤롤코리아,089140,KRX
제이티,089790,KRX
아이윈,090150,KRX
이녹스,088390,KRX
삼정펄프,009770,KRX
KEC,092220,KRX
KPX홀딩스,092230,KRX
THE E&M,089230,KRX
바텍,043150,KRX
MDS테크,086960,KRX
HDC현대EP,089470,KRX
루멘스,038060,KRX
CSA 코스믹,083660,KRX
NICE인프라,063570,KRX
쇼박스,086980,KRX
팬엔터테인먼트,068050,KRX
인포뱅크,039290,KRX
노루페인트,090350,KRX
아모레퍼시픽,090430,KRX
스테이지원엔터,078860,KRX
동우팜투테이블,088910,KRX
롯데관광개발,032350,KRX
제이브이엠,054950,KRX
평화산업,090080,KRX
우진플라임,049800,KRX
팅크웨어,084730,KRX
신세계I&C,035510,KRX
진바이오텍,086060,KRX
티케이지애강,022220,KRX
진도,088790,KRX
에이스테크,088800,KRX
맥쿼리인프라,088980,KRX
롯데쇼핑,023530,KRX
셀트리온제약,068760,KRX
GST,083450,KRX
에너토크,019990,KRX
제우스,079370,KRX
뉴프렉스,085670,KRX
유진테크,084370,KRX
CG인바이츠,083790,KRX
바이오니아,064550,KRX
헬릭스미스,084990,KRX
인콘,083640,KRX
차바이오텍,085660,KRX
현대글로비스,086280,KRX
대봉엘에스,078140,KRX
와이엔텍,067900,KRX
케이엠,083550,KRX
티비에이치글로벌,084870,KRX
수성웹툰,084180,KRX
하나금융지주,086790,KRX
제일연마,001560,KRX
모다이노칩,080420,KRX
비에이치아이,083650,KRX
케스피온,079190,KRX
현대리바트,079430,KRX
비보존 제약,082800,KRX
자연과환경,043910,KRX
와토스코리아,079000,KRX
대한제강,084010,KRX
폴라리스오피스,041020,KRX
휴림에이텍,078590,KRX
서린바이오,038070,KRX
새론오토모티브,075180,KRX
그린케미칼,083420,KRX
가비아,079940,KRX
덕산하이메탈,077360,KRX
아바코,083930,KRX
하나마이크론,067310,KRX
엘오티베큠,083310,KRX
코스나인,082660,KRX
이상네트웍스,080010,KRX
대상홀딩스,084690,KRX
코아스,071950,KRX
메디포스트,078160,KRX
우리바이오,082850,KRX
모두투어,080160,KRX
이월드,084680,KRX
동양고속,084670,KRX
한미반도체,042700,KRX
가온그룹,078890,KRX
쏠리드,050890,KRX
동일산업,004890,KRX
옵트론텍,082210,KRX
젬백스,082270,KRX
플랜티넷,075130,KRX
삼호개발,010960,KRX
금호타이어,073240,KRX
이노와이어리스,073490,KRX
인베니아,079950,KRX
동양이엔피,079960,KRX
제주반도체,080220,KRX
한창산업,079170,KRX
디이엔티,079810,KRX
iMBC,052220,KRX
서산,079650,KRX
KX하이텍,052900,KRX
손오공,066910,KRX
미래컴퍼니,049950,KRX
아이크래프트,052460,KRX
CJ CGV,079160,KRX
일진다이아,081000,KRX
메가스터디,072870,KRX
케이에스피,073010,KRX
KG모빌리언스,046440,KRX
대주전자재료,078600,KRX
텔레칩스,054450,KRX
HB테크놀러지,078150,KRX
도이치모터스,067990,KRX
유니드,014830,KRX
토비스,051360,KRX
상신브레이크,041650,KRX
국일제지,078130,KRX
DMS,068790,KRX
인팩,023810,KRX
시너지이노베이션,048870,KRX
신성델타테크,065350,KRX
GS,078930,KRX
유니퀘스트,077500,KRX
다스코,058730,KRX
한국경제TV,039340,KRX
LG디스플레이,034220,KRX
다날,064260,KRX
텔코웨어,078000,KRX
형지I&C,011080,KRX
비케이홀딩스,050090,KRX
YBM넷,057030,KRX
CS,065770,KRX
아미노로직스,074430,KRX
테라젠이텍스,066700,KRX
디에이피,066900,KRX
한양디지텍,078350,KRX
STX엔진,077970,KRX
동국알앤에스,075970,KRX
빛과전자,069540,KRX
듀오백,073190,KRX
삼진엘앤디,054090,KRX
폴라리스AI파마,041910,KRX
NICE,034310,KRX
대교,019680,KRX
세진티에스,067770,KRX
한솔인티큐브,070590,KRX
리튬포어스,073570,KRX
테라사이언스,073640,KRX
우주일렉트로,065680,KRX
기업은행,024110,KRX
이엔플러스,074610,KRX
SOOP,067160,KRX
드림어스컴퍼니,060570,KRX
버킷스튜디오,066410,KRX
원익QnC,074600,KRX
로체시스템즈,071280,KRX
에스텍,069510,KRX
오텍,067170,KRX
키이스트,054780,KRX
현대에버다임,041440,KRX
한솔홈데코,025750,KRX
중앙백신,072020,KRX
휴비츠,065510,KRX
우리산업홀딩스,072470,KRX
디지털대성,068930,KRX
이수페타시스,007660,KRX
강원랜드,035250,KRX
유아이디,069330,KRX
티씨케이,064760,KRX
YG PLUS,037270,KRX
아모텍,052710,KRX
농심홀딩스,072710,KRX
웰크론,065950,KRX
파워로직스,047310,KRX
한국금융지주,071050,KRX
이엘씨,041520,KRX
유엔젤,072130,KRX
SBS,034120,KRX
홈캐스트,064240,KRX
씨씨에스,066790,KRX
웹젠,069080,KRX
엔씨소프트,036570,KRX
하이스틸,071090,KRX
대화제약,067080,KRX
우수AMS,066590,KRX
JW신약,067290,KRX
하츠,066130,KRX
빅텍,065450,KRX
탑엔지니어링,065130,KRX
DSR제강,069730,KRX
이루온,065440,KRX
태경케미컬,006890,KRX
재영솔루텍,049630,KRX
한국큐빅,021650,KRX
인터플렉스,051370,KRX
삼영이엔씨,065570,KRX
하이퍼코퍼레이션,065650,KRX
한성크린텍,066980,KRX
리더스코스메틱,016100,KRX
한농화성,011500,KRX
케이피엠테크,042040,KRX
디티씨,066670,KRX
아이로보틱스,066430,KRX
초록뱀미디어,047820,KRX
인크레더블버즈,064090,KRX
쎌바이오텍,049960,KRX
NE능률,053290,KRX
테크엘,064520,KRX
현대백화점,069960,KRX
KG이니시스,035600,KRX
비엘팜텍,065170,KRX
대호에이엘,069460,KRX
대웅제약,069620,KRX
플래스크,041590,KRX
마니커,027740,KRX
SNT홀딩스,036530,KRX
티케이지휴켐스,069260,KRX
새로닉스,042600,KRX
SJG세종,033530,KRX
오리엔트정공,065500,KRX
에이전트AI,060900,KRX
국보디자인,066620,KRX
아이톡시,052770,KRX
에스아이리소스,065420,KRX
포니링크,064800,KRX
포스코스틸리온,058430,KRX
폴라리스AI,039980,KRX
현대바이오,048410,KRX
삼성출판사,068290,KRX
세이브존I&C,067830,KRX
에스피지,058610,KRX
토탈소프트,045340,KRX
교보증권,030610,KRX
서호전기,065710,KRX
파커스,065690,KRX
한샘,009240,KRX
HC홈센타,060560,KRX
서울리거,043710,KRX
아비코전자,036010,KRX
큐렉소,060280,KRX
제이케이시냅스,060230,KRX
우원개발,046940,KRX
티사이언티픽,057680,KRX
인선이엔티,060150,KRX
와이어블,065530,KRX
SM Life Design,063440,KRX
우신시스템,017370,KRX
지어소프트,051160,KRX
지엔코,065060,KRX
셀루메드,049180,KRX
KH바텍,060720,KRX
알에프텍,061040,KRX
에스폴리텍,050760,KRX
이랜텍,054210,KRX
ES큐브,050120,KRX
케이피티유,054410,KRX
3S,060310,KRX
LG전자,066570,KRX
화일약품,061250,KRX
오상자이엘,053980,KRX
콜마홀딩스,024720,KRX
농우바이오,054050,KRX
케이엘넷,039420,KRX
SNT모티브,064960,KRX
에스티아이,039440,KRX
잉크테크,049550,KRX
대한뉴팜,054670,KRX
씨티씨바이오,060590,KRX
인탑스,049070,KRX
LS마린솔루션,060370,KRX
피씨디렉트,051380,KRX
광주신세계,037710,KRX
구영테크,053270,KRX
한국기업평가,034950,KRX
뉴보텍,060260,KRX
동양에스텍,060380,KRX
백금T&A,046310,KRX
고려신용정보,049720,KRX
서울반도체,046890,KRX
아가방컴퍼니,013990,KRX
한주에이알티,058450,KRX
미코,059090,KRX
유신,054930,KRX
프럼파스트,035200,KRX
한국컴퓨터,054040,KRX
대동스틸,048470,KRX
링네트,042500,KRX
크레오에스지,040350,KRX
팬스타엔터프라이즈,054300,KRX
한빛소프트,047080,KRX
일진디스플,020760,KRX
NHN KCP,060250,KRX
CNT85,056730,KRX
금강철강,053260,KRX
스타코링크,060240,KRX
동아화성,041930,KRX
비츠로시스,054220,KRX
오리엔탈정공,014940,KRX
웰킵스하이텍,043590,KRX
리노공업,058470,KRX
성우테크론,045300,KRX
에스에프에이,056190,KRX
신화인터텍,056700,KRX
엑사이엔씨,054940,KRX
피에이치에이,043370,KRX
종근당바이오,063160,KRX
APS,054620,KRX
